gender,ug_course,ug_specialization,interests,skills,cgpa,has_certification,certification_title,is_working,masters_field,job_title
Male,BSc,Information Technology,"Reading, Database Management","Linux, MySQL, Oracle, MongoDB",8.3,Yes,MongoDB DBA,No,M.Tech in CS,Database Administrator
Male,B.Tech,Business Administration,"Consulting, Business Analysis, Sports, IT Management","Project Management, Communication, Git, SQL, ERP Systems",7.94,Yes,PMP Certification,Yes,No Masters,IT Consultant
Female,BSc,Web Technology,"Web Design, Sports","Excel, CSS, Node.js",6.5,No,None,No,MCA,Web Developer
Male,BSc,Computer Science,"Networking, Cooking, Automation, Cloud Infrastructure","Linux, Terraform, AWS",9.21,Yes,Microsoft Azure Administrator,Yes,MS in Computer Networks,Cloud Engineer
Female,BSc,Computer Science,"Database Management, Data Modeling, Photography","SQL, MySQL, Excel",8.18,No,None,Yes,MS in Information Systems,Database Administrator
Female,B.Tech,Information Technology,"Cloud Computing, Automation, Photography","Teamwork, Docker, Linux, Kubernetes",8.12,No,None,Yes,M.Tech in CS,DevOps Engineer
Male,BCA,Visual Arts,"Graphic Design, User Experience, Creativity, Gaming","Linux, Figma, Git",6.54,Yes,Interaction Design Foundation,Yes,MS in Human-Computer Interaction,UI/UX Designer
Male,BSc,Information Technology,"Reading, Hardware","Firewalls, TCP/IP, Teamwork, Linux, CCNA",7.89,Yes,CCNA,Yes,MS in Telecommunications,Network Engineer
Female,B.Tech,Information Technology,"Networking, Ethical Hacking","Network Security, Ethical Hacking, Cryptography, Excel",9.44,No,None,Yes,MS in Information Security,Cybersecurity Analyst
Male,B.Tech,Statistics,"Travel, Mathematics","Linux, Deep Learning, NLP, Mathematics",9.44,No,None,Yes,MSc in Statistics,AI Research Scientist
Female,BBA,Business Administration,"Data Analysis, Management, Cooking","Project Management, Power BI, Communication, Excel, SQL",6.28,No,None,Yes,No Masters,Business Analyst
Male,BSc,Software Engineering,"Programming, Problem Solving, Software Development, Photography","Excel, C++, SQL",8.66,Yes,Google Associate Engineer,Yes,No Masters,Software Engineer
Female,BBA,Business Administration,"Sports, Business Strategy, Data Analysis, Management","Excel, Communication, Power BI",7.39,Yes,Power BI Certificate,No,MCA,Business Analyst
Male,B.Tech,Software Engineering,"Programming, Software Development, Problem Solving, Sports","Teamwork, Git, Python",8.71,Yes,Microsoft Azure Fundamentals,No,MS in Software Engineering,Software Engineer
Male,BCA,Visual Arts,"Graphic Design, Creativity, Sports, User Experience","Figma, Excel, Prototyping, Sketch, Photoshop",7.24,No,None,Yes,MS in Human-Computer Interaction,UI/UX Designer
Male,BSc,Electronics,"Cooking, Hardware, Networking","Git, Routing, TCP/IP, Communication",7.36,Yes,CompTIA Network+,Yes,MS in Telecommunications,Network Engineer
Male,BCA,Web Technology,"Frontend Development, Sports, Web Design, UI Design","CSS, Node.js, HTML, JavaScript, React",7.7,No,None,Yes,M.Tech in CS,Web Developer
Male,B.Tech,Information Technology,"Networking, System Administration, Hardware, Reading","Excel, Firewalls, TCP/IP, SQL, Routing",6.21,Yes,CCNA,No,No Masters,Network Engineer
Male,BSc,Information Technology,"Automation, Cloud Computing, Photography","Teamwork, CI/CD, Kubernetes, Docker",8.08,Yes,AWS DevOps Engineer,Yes,M.Tech in CS,DevOps Engineer
Male,BCA,Software Engineering,"Programming, App Development, Design","Flutter, Excel, Java, Kotlin",6.02,Yes,Flutter Development Bootcamp,No,No Masters,Mobile App Developer
Male,BCA,Web Technology,"UI Design, Web Design, Music","HTML, React, Git, CSS",9.0,Yes,Full Stack Web Development,Yes,MCA,Web Developer
Female,B.Tech,Computer Science,"Cloud Computing, Photography","SQL, Linux, Excel, Docker",7.89,Yes,Docker Certified Associate,Yes,No Masters,DevOps Engineer
Female,B.Tech,Management,"Management, Data Analysis, Business Strategy","Excel, Power BI, SQL, Problem Solving",6.96,Yes,PMI-PBA,Yes,MBA,Business Analyst
Male,BBA,Computer Science,"Leadership, Product Strategy, Market Research, Gaming","Roadmapping, JIRA, Communication, Agile",8.97,Yes,Google Project Management,No,M.Tech in CS,Product Manager
Male,B.Tech,Mathematics,"Research, Reading, Artificial Intelligence","Mathematics, PyTorch, Python",8.0,No,None,Yes,MS in Machine Learning,Machine Learning Engineer
Female,B.Tech,Information Technology,"Ethical Hacking, Networking, Photography, Cyber Security","Git, Network Security, Linux, Python, Teamwork",7.15,No,None,Yes,MS in Information Security,Cybersecurity Analyst
Male,B.Tech,Electronics,"Automation, Photography, Cloud Computing","AWS, Excel, CI/CD, Kubernetes",9.4,No,None,No,No Masters,DevOps Engineer
Male,MSc,Statistics,"Artificial Intelligence, Music, Mathematics, Research","Teamwork, Mathematics, Deep Learning, NLP",8.01,Yes,Reinforcement Learning Specialization,No,MS in Machine Learning,AI Research Scientist
Male,BSc,Web Technology,"Frontend Development, Web Design","Excel, CSS, Linux",8.84,Yes,freeCodeCamp Web Dev,No,MCA,Web Developer
Male,BSc,Electronics,"Cloud Computing, Gaming, Automation, System Design","CI/CD, SQL, Linux",8.85,Yes,HashiCorp Terraform,No,M.Tech in CS,DevOps Engineer
Female,B.Tech,Computer Science,"Gaming, Data Analysis, Management","Power BI, Problem Solving, Project Management",7.55,Yes,Power BI Certificate,Yes,MCA,Business Analyst
Male,BCA,Information Technology,"Web Design, Frontend Development, UI Design","Excel, HTML, CSS",8.6,Yes,Full Stack Web Development,No,MCA,Web Developer
Male,BSc,Electronics,"Automation, Sports, Networking","Problem Solving, Terraform, GCP, Teamwork",7.44,Yes,AWS Solutions Architect,No,No Masters,Cloud Engineer
Male,BCom,Information Technology,"Business Analysis, Consulting, IT Management","ERP Systems, Communication, SQL, Excel",6.28,Yes,Microsoft 365 Fundamentals,Yes,No Masters,IT Consultant
Female,BSc,Electronics,"Research, Travel, Deep Learning, Artificial Intelligence","Communication, Mathematics, SQL, Machine Learning",7.86,No,None,Yes,M.Tech in AI,Machine Learning Engineer
Female,B.Tech,Computer Science,"System Design, Cloud Computing, Sports","CI/CD, Kubernetes, AWS, Git, Linux",7.7,Yes,AWS DevOps Engineer,Yes,MS in Cloud Computing,DevOps Engineer
Female,B.Tech,Computer Science,"Photography, Deep Learning, Research, Artificial Intelligence","Mathematics, Python, Teamwork",7.72,No,None,Yes,M.Tech in AI,Machine Learning Engineer
Female,BSc,Computer Science,"Product Strategy, Leadership, Gaming, Market Research","Data Analysis, Roadmapping, Teamwork, Agile",8.89,No,None,No,MBA,Product Manager
Female,BBA,Business Administration,"Management, Data Analysis, Business Strategy","Git, Teamwork, Project Management, Excel, SQL",7.89,Yes,Google Data Analytics,Yes,MS in Business Analytics,Business Analyst
Female,BCA,Management,"Business Analysis, Gaming","Excel, ERP Systems, Linux, Git",7.22,Yes,PMP Certification,No,MBA,IT Consultant
Male,BCA,Computer Science,"Frontend Development, Web Design, UI Design, Music","Linux, Git, CSS, JavaScript, HTML",7.56,Yes,Full Stack Web Development,Yes,MCA,Web Developer
Male,B.Tech,Information Technology,"UI Design, Frontend Development, Web Design","CSS, Problem Solving, JavaScript, Node.js, HTML",6.56,No,None,No,No Masters,Web Developer
Female,MSc,Statistics,"Research, Mathematics, Photography","NLP, Research Writing, Mathematics, SQL, Python",9.72,Yes,Google ML Engineer,Yes,PhD in CS,AI Research Scientist
Male,B.Tech,Electronics,"Photography, Networking","AWS, GCP, Linux",8.4,Yes,Microsoft Azure Administrator,Yes,No Masters,Cloud Engineer
Female,B.Tech,Electronics,"Gaming, Ethical Hacking, Cyber Security","Ethical Hacking, Git, Linux, Cryptography",8.95,No,None,Yes,No Masters,Cybersecurity Analyst
Male,BSc,Statistics,"Data Analysis, Travel, Machine Learning, Statistics","Python, Tableau, Machine Learning, Teamwork",8.6,No,None,Yes,No Masters,Data Scientist
Male,BBA,Business Administration,"Management, Data Analysis, Travel","Communication, Project Management, SQL, Power BI",8.15,Yes,PMI-PBA,Yes,MBA,Business Analyst
Female,BSc,Computer Science,"Product Strategy, Music, Leadership","Data Analysis, JIRA, Communication, Problem Solving",8.12,Yes,Scrum Master PSM,Yes,No Masters,Product Manager
Male,B.Tech,Computer Science,"Data Analysis, Reading, Statistics","Tableau, SQL, Communication",7.24,No,None,Yes,M.Tech in Data Science,Data Scientist
Male,B.Tech,Web Technology,"Photography, Frontend Development, UI Design","JavaScript, HTML, CSS, Linux, Node.js",8.7,Yes,Google UX Design,No,M.Tech in CS,Web Developer
Male,B.Tech,Computer Science,"Creativity, Graphic Design, Cooking","Sketch, Excel, Prototyping, Figma",7.32,Yes,Adobe XD Certification,Yes,MS in Human-Computer Interaction,UI/UX Designer
Male,BCA,Software Engineering,"Travel, App Development, Design","Swift, Kotlin, Communication, React Native, Flutter",6.56,No,None,Yes,No Masters,Mobile App Developer
Male,BSc,Computer Science,"Photography, Artificial Intelligence, Research, Deep Learning","Python, PyTorch, Linux",8.41,Yes,Google ML Engineer,Yes,No Masters,Machine Learning Engineer
Male,BSc,Electronics,"Photography, Ethical Hacking, Networking, Cyber Security","Teamwork, Ethical Hacking, Linux",7.37,Yes,CISSP,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Male,BSc,Web Technology,"Web Design, Reading, Frontend Development, UI Design","CSS, Teamwork, Node.js",7.75,Yes,Meta Front-End Developer,Yes,M.Tech in CS,Web Developer
Male,B.Tech,Engineering,"Product Strategy, Market Research, Leadership, Gaming","Communication, Agile, Data Analysis, Roadmapping",6.61,Yes,Scrum Master PSM,Yes,MS in Product Management,Product Manager
Male,B.Tech,Computer Science,"Reading, Creativity, User Experience","Problem Solving, Figma, Prototyping, Sketch",5.66,Yes,Figma Certificate,Yes,No Masters,UI/UX Designer
Male,BSc,Computer Science,"Artificial Intelligence, Research","PyTorch, Python, Excel, Mathematics",7.67,Yes,Deep Learning Specialization,No,MSc in Mathematics,Machine Learning Engineer
Female,BSc,Electronics,"Networking, Travel, Ethical Hacking","Python, Problem Solving, Network Security",7.02,Yes,CISSP,No,No Masters,Cybersecurity Analyst
Female,B.Tech,Software Engineering,"Programming, App Development","Problem Solving, Teamwork, Flutter, Swift, Kotlin",7.67,Yes,React Native Certificate,Yes,MCA,Mobile App Developer
Female,BSc,Computer Science,"Music, Artificial Intelligence, Research","Mathematics, Machine Learning, Git",8.7,No,None,Yes,MS in Machine Learning,Machine Learning Engineer
Male,BCA,Statistics,"Machine Learning, Data Analysis","Tableau, SQL, R, Machine Learning, Python",7.07,No,None,Yes,MS in Statistics,Data Scientist
Male,B.Tech,Mathematics,"Artificial Intelligence, Sports","Mathematics, Teamwork, NLP, Problem Solving, Python",8.96,Yes,Reinforcement Learning Specialization,Yes,MSc in Mathematics,AI Research Scientist
Male,BSc,Business Administration,"Product Strategy, Market Research","Roadmapping, JIRA, Data Analysis, Problem Solving",8.96,Yes,Agile Certified Practitioner,Yes,MBA,Product Manager
Male,BDes,Visual Arts,"Graphic Design, Creativity, Music, User Experience","Adobe XD, Linux, Sketch, Photoshop",8.0,Yes,Adobe XD Certification,Yes,No Masters,UI/UX Designer
Female,BBA,Management,"Management, Data Analysis, Business Strategy, Music","SQL, Problem Solving, Project Management",7.77,Yes,PMI-PBA,Yes,MBA,Business Analyst
Female,BSc,Electronics,"System Design, Reading","Linux, Kubernetes, AWS, CI/CD, Docker",7.29,Yes,HashiCorp Terraform,Yes,MS in Cloud Computing,DevOps Engineer
Male,B.Tech,Information Technology,"System Administration, Hardware","CCNA, Routing, Git, Firewalls, TCP/IP",8.13,Yes,CCNP,Yes,MS in Telecommunications,Network Engineer
Female,BSc,Computer Science,"Leadership, Market Research, Reading, Product Strategy","Roadmapping, Communication, Agile",7.46,No,None,Yes,MBA,Product Manager
Male,BCA,Computer Science,"App Development, Gaming","React Native, Swift, Git, SQL, Java",6.36,No,None,Yes,No Masters,Mobile App Developer
Male,BCA,Mathematics,"Data Modeling, Backend, Photography, Database Management","MongoDB, SQL, Teamwork",6.98,Yes,MongoDB DBA,No,MCA,Database Administrator
Female,BCA,Computer Science,"Statistics, Machine Learning, Reading, Data Analysis","Tableau, SQL, R, Machine Learning, Teamwork",9.09,No,None,Yes,MSc in Data Science,Data Scientist
Male,Diploma,Electronics,"System Administration, Hardware","Teamwork, Firewalls, CCNA, Routing, TCP/IP",6.79,No,None,No,No Masters,Network Engineer
Female,B.Tech,Design,"Creativity, Graphic Design, User Experience","Linux, Photoshop, Adobe XD",6.98,Yes,Interaction Design Foundation,Yes,No Masters,UI/UX Designer
Male,BSc,Mathematics,"Artificial Intelligence, Deep Learning, Gaming, Research","Python, Linux, SQL",8.51,Yes,AWS ML Specialty,Yes,M.Tech in AI,Machine Learning Engineer
Female,BSc,Computer Science,"Graphic Design, Creativity","SQL, Adobe XD, Photoshop",7.93,Yes,Google UX Design Certificate,Yes,No Masters,UI/UX Designer
Male,BSc,Computer Science,"Travel, Research","Mathematics, Deep Learning, SQL, Research Writing",9.76,Yes,Google ML Engineer,Yes,MS in Machine Learning,AI Research Scientist
Female,BCA,Statistics,"Data Analysis, Machine Learning, Sports, Statistics","SQL, Python, Tableau, R",7.8,No,None,Yes,MS in Statistics,Data Scientist
Male,B.Tech,Computer Science,"Music, Programming","Flutter, Java, React Native, Linux, Kotlin",7.84,Yes,Google Associate Android Developer,Yes,M.Tech in CS,Mobile App Developer
Female,BBA,Business Administration,"Photography, Market Research, Product Strategy","Excel, Communication, Problem Solving, JIRA, Agile",9.14,Yes,Scrum Master PSM,Yes,MS in Product Management,Product Manager
Female,B.Tech,Computer Science,"Deep Learning, Gaming, Artificial Intelligence","TensorFlow, SQL, Machine Learning, PyTorch, Communication",8.78,Yes,TensorFlow Developer Certificate,Yes,MSc in Mathematics,Machine Learning Engineer
Male,BSc,Information Technology,"Cloud Computing, System Design, Automation, Sports","Problem Solving, Kubernetes, Docker, CI/CD",8.19,Yes,Docker Certified Associate,No,M.Tech in CS,DevOps Engineer
Male,BSc,Physics,"Research, Music, Artificial Intelligence, Mathematics","Teamwork, Python, Deep Learning, Communication, NLP",9.71,Yes,Deep Learning Specialization,Yes,MSc in Mathematics,AI Research Scientist
Female,B.Tech,Mathematics,"Mathematics, Artificial Intelligence","Python, Linux, Problem Solving, Mathematics, Deep Learning",9.11,Yes,Google ML Engineer,Yes,MSc in Statistics,AI Research Scientist
Male,B.Tech,Electronics,"Cooking, Networking, Cloud Infrastructure","GCP, Linux, Terraform",7.34,Yes,AWS Solutions Architect,Yes,MS in Computer Networks,Cloud Engineer
Male,B.Tech,Computer Science,"Travel, App Development","Kotlin, React Native, Git, Swift",8.52,Yes,Flutter Development Bootcamp,Yes,No Masters,Mobile App Developer
Male,Diploma,Information Technology,"Sports, System Administration, Hardware","CCNA, Firewalls, Communication",6.03,Yes,CompTIA Network+,Yes,M.Tech in Networking,Network Engineer
Female,BSc,Computer Science,"Automation, Travel, Networking, Cloud Infrastructure","Linux, GCP, Git, Communication",9.43,Yes,CompTIA Cloud+,Yes,M.Tech in Cloud,Cloud Engineer
Female,MSc,Mathematics,"Photography, Mathematics, Artificial Intelligence, Research","Git, Deep Learning, Teamwork, Mathematics, Research Writing",9.05,Yes,Google ML Engineer,No,MS in Machine Learning,AI Research Scientist
Male,BBA,Information Technology,"Travel, Consulting, Business Analysis, IT Management","SQL, Communication, Excel",8.09,Yes,Microsoft 365 Fundamentals,No,MS in Information Systems,IT Consultant
Female,BSc,Information Technology,"Automation, System Design, Cloud Computing","SQL, Docker, AWS, Kubernetes, Linux",8.56,No,None,Yes,MS in Cloud Computing,DevOps Engineer
Female,BSc,Computer Science,"Cooking, Networking, Ethical Hacking, Cyber Security","Python, Cryptography, Network Security",8.67,No,None,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Female,BSc,Information Technology,"Cloud Computing, Cooking, System Design","SQL, Communication, CI/CD",7.2,No,None,Yes,MS in Cloud Computing,DevOps Engineer
Male,BSc,Information Technology,"Automation, Cooking, Cloud Computing, System Design","AWS, Teamwork, Docker, Kubernetes, Linux",7.98,Yes,HashiCorp Terraform,No,M.Tech in CS,DevOps Engineer
Female,BBA,Commerce,"Management, Data Analysis, Business Strategy, Music","SQL, Project Management, Communication, Problem Solving",8.3,Yes,Power BI Certificate,Yes,MS in Business Analytics,Business Analyst
